,warehouse,date,holiday,shops_closed,winter_school_holidays,school_holidays,id,orders,year,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_num_week_0,day_num_week_1,day_num_week_2,day_num_week_3,day_num_week_4,day_num_week_5,day_num_week_6,holiday_name_1848 Revolution Memorial Day (Extra holiday),holiday_name_2nd Christmas Day,holiday_name_All Saints' Day Holiday,holiday_name_Christmas Eve,holiday_name_Cyrila a Metodej,holiday_name_Day of National Unity,holiday_name_Den boje za svobodu a demokracii,holiday_name_Den ceske statnosti,holiday_name_Den osvobozeni,holiday_name_Den vzniku samostatneho ceskoslovenskeho statu,holiday_name_Easter Monday,holiday_name_Good Friday,holiday_name_Independent Hungary Day,holiday_name_International womens day,holiday_name_Jan Hus,holiday_name_Labour Day,holiday_name_Memorial Day for the Martyrs of Arad,holiday_name_Memorial Day for the Victims of the Communist Dictatorships,holiday_name_Memorial Day for the Victims of the Holocaust,holiday_name_Memorial Day of the Republic,holiday_name_National Defense Day,holiday_name_New Years Day,holiday_name_Peace Festival in Augsburg,holiday_name_Reformation Day,IS_OUTLIER
59,Prague_1,2021-02-03,0,0,0,0,Prague_1_2021-02-03,7813.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
60,Prague_1,2021-02-04,0,0,0,0,Prague_1_2021-02-04,7876.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
61,Prague_1,2021-02-05,0,0,0,0,Prague_1_2021-02-05,8438.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
62,Prague_1,2021-02-06,0,0,0,0,Prague_1_2021-02-06,7740.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
63,Prague_1,2021-02-07,0,0,0,0,Prague_1_2021-02-07,7854.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
64,Prague_1,2021-02-08,0,0,0,0,Prague_1_2021-02-08,8029.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
65,Prague_1,2021-02-09,0,0,0,0,Prague_1_2021-02-09,8232.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
66,Prague_1,2021-02-10,0,0,0,0,Prague_1_2021-02-10,8046.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
67,Prague_1,2021-02-11,0,0,0,0,Prague_1_2021-02-11,8332.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
68,Prague_1,2021-02-12,0,0,0,0,Prague_1_2021-02-12,8028.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
69,Prague_1,2021-02-13,0,0,0,0,Prague_1_2021-02-13,7748.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
70,Prague_1,2021-02-14,0,0,0,0,Prague_1_2021-02-14,7568.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
71,Prague_1,2021-02-15,0,0,0,0,Prague_1_2021-02-15,7681.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
72,Prague_1,2021-02-16,0,0,0,0,Prague_1_2021-02-16,7816.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
73,Prague_1,2021-02-17,0,0,0,0,Prague_1_2021-02-17,8150.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
74,Prague_1,2021-02-18,0,0,0,0,Prague_1_2021-02-18,7603.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
75,Prague_1,2021-02-19,0,0,0,0,Prague_1_2021-02-19,8077.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
76,Prague_1,2021-02-20,0,0,0,0,Prague_1_2021-02-20,7922.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
77,Prague_1,2021-02-21,0,0,0,0,Prague_1_2021-02-21,7754.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
78,Prague_1,2021-02-22,0,0,0,0,Prague_1_2021-02-22,8064.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
79,Prague_1,2021-02-23,0,0,0,0,Prague_1_2021-02-23,8533.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
80,Prague_1,2021-02-24,0,0,0,0,Prague_1_2021-02-24,8310.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
81,Prague_1,2021-02-25,0,0,0,0,Prague_1_2021-02-25,8510.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
82,Prague_1,2021-02-26,0,0,0,0,Prague_1_2021-02-26,8221.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
83,Prague_1,2021-02-27,0,0,0,0,Prague_1_2021-02-27,7636.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
84,Prague_1,2021-02-28,0,0,0,0,Prague_1_2021-02-28,6914.0,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
85,Prague_1,2021-03-01,0,0,1,0,Prague_1_2021-03-01,6888.0,2021,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
86,Prague_1,2021-03-02,0,0,1,0,Prague_1_2021-03-02,7554.0,2021,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
87,Prague_1,2021-03-03,0,0,1,0,Prague_1_2021-03-03,7718.0,2021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
88,Prague_1,2021-03-04,0,0,1,0,Prague_1_2021-03-04,7849.0,2021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
89,Prague_1,2021-03-05,0,0,1,0,Prague_1_2021-03-05,7890.0,2021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
90,Prague_1,2021-03-06,0,0,1,0,Prague_1_2021-03-06,8086.0,2021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
91,Prague_1,2021-03-07,0,0,1,0,Prague_1_2021-03-07,8432.0,2021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
92,Prague_1,2021-03-08,0,0,1,0,Prague_1_2021-03-08,8212.0,2021,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
93,Prague_1,2021-03-09,0,0,1,0,Prague_1_2021-03-09,8558.0,2021,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
94,Prague_1,2021-03-10,0,0,1,0,Prague_1_2021-03-10,8522.0,2021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
95,Prague_1,2021-03-11,0,0,1,0,Prague_1_2021-03-11,8554.0,2021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
96,Prague_1,2021-03-12,0,0,1,0,Prague_1_2021-03-12,8155.0,2021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
97,Prague_1,2021-03-13,0,0,1,0,Prague_1_2021-03-13,8426.0,2021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
98,Prague_1,2021-03-14,0,0,1,0,Prague_1_2021-03-14,7984.0,2021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
